movie_name,genres
Medal,"['Drama', 'Back to top']"
Chooda Ek Pratha,"['Drama', 'Back to top']"
Bhaiyyajaan,"['Action', 'Crime', 'Drama', 'Back to top']"
Railway Raju,"['Crime', 'Thriller', 'Back to top']"
Pandavas 5,"['Animation', 'Back to top']"
Tales of Siva 2,"['Animation', 'Back to top']"
Lilkee,"['Drama', 'Back to top']"
Kalichaat,"['Drama', 'Back to top']"
Money Back Guarantee,"['Comedy', 'Back to top']"
Zara Si Bhool A Small Mistake,"['Mystery', 'Back to top']"
Bhawani Mandi Tesan,"['Comedy', 'Back to top']"
Mudrank: The Stamp,"['Mystery', 'Back to top']"
Uhi Milte Rahenge,"['Drama', 'Back to top']"
Baap ji,"['Action', 'Drama', 'Back to top']"
Bhagat Singh,"['Drama', 'Back to top']"
Qatilon Ka Qatil,"['Action', 'Back to top']"
Raton Ki Rani (The Night Queen),"['Horror', 'Back to top']"
Lab Kush,"['Family', 'Back to top']"
Jungle Hero,"['Action', 'Comedy', 'Back to top']"
Qatil Chudail,"['Horror', 'Back to top']"
Kartooz,"['Action', 'Adventure', 'Back to top']"
Dhun,"['Musical', 'Back to top']"
Ashwa: The Black Horse,"['Drama', 'Back to top']"
Devi Aur Durga,"['Drama', 'Back to top']"
Zindagi Jalebi,"['Comedy', 'Back to top']"
Dayar E Madina,"['Drama', 'Musical', 'Back to top']"
Saraswati Lakshmi Parvati,"['Drama', 'Back to top']"
Bombay Express,[]
Sur Asur,"['Parody', 'Comedy', 'Back to top']"
Pratidhwani,"['Action', 'Back to top']"
Be Aabroo,"['Action', 'Back to top']"
Murde Ki Jaan Khatre Mein,"['Comedy', 'Back to top']"
Jungle Love Story,"['Romance', 'Back to top']"
Maut Ke Peeche Maut,"['Horror', 'Back to top']"
Bhayaanak,"['Horror', 'Back to top']"
Jawani Ki Kahani,"['Drama', 'Back to top']"
Eent Ka Jawab Patthar,"['Action', 'Back to top']"
Bhootni,"['Horror', 'Back to top']"
Jiyaala,"['Action', 'Back to top']"
Bad Boys,"['Thriller', 'Back to top']"
Apaatkaal,"['Action', 'Back to top']"
Ramwati,"['Action', 'Back to top']"
Allah Meharban To Gadha Pehalwan,"['Comedy', 'Back to top']"
Run Bhuumi - Champs Don't Cry,"['Family', 'Back to top']"
Mere Genie Uncle,"['Comedy', 'Back to top']"
Ek Lootera,"['Action', 'Back to top']"
Saugandh Geeta Ki,"['Action', 'Back to top']"
Lift 8055,"['Action', 'Back to top']"
Bohlol Dana - A Sage of Baghdad,"['History', 'Back to top']"
"Babaji, an Indian Love Story","['Biography', 'Back to top']"
Mumbai Special Pav Bhaji,"['Crime', 'Drama', 'Back to top']"
Gahara Asar Dil Tak,"['Drama', 'Family', 'Back to top']"
Harpal Pagalpan,"['Action', 'Back to top']"
Bandh Honth,"['Drama', 'Back to top']"
Bade Achhe Lagte Hai,"['Crime', 'Back to top']"
Tamas,"['Drama', 'Back to top']"
Dilli Kaand,"['Drama', 'Back to top']"
Nai Maa,"['Drama', 'Back to top']"
The Purple Night,"['Action', 'Back to top']"
Bolo Hau,"['Comedy', 'Romance', 'Back to top']"
Rajadurai,['Back to top']
Vinash Kaal,"['Horror', 'Back to top']"
Marma Mudichu,"['Horror', 'Back to top']"
Run Bhola Run,"['Comedy', 'Back to top']"
Sragaal,"['Drama', 'History', 'Mystery', 'Thriller', 'Back to top']"
Ab To Aaja Saajan Mere,"['Drama', 'Romance', 'Back to top']"
Kanhaiyaa,"['Action', 'Crime', 'Drama', 'Back to top']"
Ek Battey Do,"['Drama', 'Back to top']"
Om Shri Satya Sai Baba,"['Biography', 'Back to top']"
O Pushpa I Hate Tears,"['Comedy', 'Thriller', 'Back to top']"
GST - Galti Sirf Tumhari,"['Drama', 'Back to top']"
Hum Dono Rangeen,"['Drama', 'Back to top']"
Mahfil,"['Action', 'Drama', 'Romance', 'Back to top']"
Hai Golmaal in White House,"['Comedy', 'Back to top']"
Badkaar,"['Drama', 'Back to top']"
Waqt Ke Shehzade,"['Musical', 'Back to top']"
Nagin Aur Lootere,"['Fantasy', 'Musical', 'Back to top']"
Pyasi Nigahen,"['Thriller', 'Back to top']"
Teen Ekkey,"['Action', 'Comedy', 'Thriller', 'Back to top']"
Tum Jiyo Hazaron Saal,"['Romance', 'Back to top']"
Ek Daku Saher Mein,"['Action', 'Back to top']"
Nateeja,"['Action', 'Drama', 'Back to top']"
Mera Suhag,"['Drama', 'Family', 'Back to top']"
Mera Naseeb,"['Drama', 'Back to top']"
Shohrat,"['Drama', 'Romance', 'Back to top']"
Manchala,"['Romance', 'Back to top']"
Zindagi Jeene Ke Liye,"['Drama', 'Back to top']"
Katil Kaun,"['Crime', 'Mystery', 'Thriller', 'Back to top']"
Ganga Meri Maa,"['Drama', 'Back to top']"
Tonga-Wali,"['Drama', 'Family', 'Back to top']"
Noor Mahal,"['Drama', 'Family', 'Horror', 'Thriller', 'Back to top']"
Private Secretary,"['Drama', 'Family', 'Back to top']"
Saajan Mere Main Saajan Ki,"['Drama', 'Romance', 'Back to top']"
Meetha Zehar,"['Action', 'Drama', 'Back to top']"
Kahin Aar Kahin Paar,"['Action', 'Comedy', 'Crime', 'Musical', 'Back to top']"
Dil Hi Dil Mein,"['Drama', 'Romance', 'Back to top']"
Khoon Kharaba,"['Action', 'Back to top']"
Do Chehere,"['Drama', 'Family', 'Back to top']"
Angaarey,"['Action', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Surya,"['Romance', 'Thriller', 'Back to top']"
Maine Jeena Seekh Liya,"['Drama', 'Romance', 'Back to top']"
Zimmedaaar,"['Drama', 'Romance', 'Back to top']"
Do Aankhen,"['Drama', 'Family', 'Back to top']"
Shiv Charan,"['Fantasy', 'Back to top']"
Gumsum,"['Drama', 'Back to top']"
Nirmaan,"['Drama', 'Back to top']"
Hum Hain Pyaar Mein,"['Drama', 'Romance', 'Back to top']"
Tareekh,['Back to top']
Jaan Hazir Hai,"['Drama', 'Back to top']"
Khota Paisa,"['Drama', 'Back to top']"
Zindagi Zindabad,"['Drama', 'Back to top']"
Vardaan,"['Drama', 'Back to top']"
Daku Aur Mahatma,"['Action', 'Drama', 'Back to top']"
Mujhe Vachan Do,"['Action', 'Drama', 'Back to top']"
Bambai Ka Maharaja,"['Action', 'Crime', 'Drama', 'Back to top']"
Sunheri Nagin,['Back to top']
Shree Krishnarjun Yuddh,"['Adventure', 'Drama', 'History', 'Back to top']"
Pehla Adhyay,"['Drama', 'Back to top']"
Aaj Ka Aladdin,['Back to top']
Alibaba Aur Chalis Chor,"['Fantasy', 'Back to top']"
Shrimati Ji,"['Comedy', 'Thriller', 'Back to top']"
Lal Pari,"['Adventure', 'Fantasy', 'Back to top']"
Alibaba,['Back to top']
Insaf Ka Mandir,"['Crime', 'Drama', 'Back to top']"
Dil Ki Rahen,"['Drama', 'Family', 'Back to top']"
Maa Ke Aansoo,"['Drama', 'Family', 'Back to top']"
Jai Mahakali,"['Fantasy', 'Back to top']"
Aadab Arz,['Back to top']
Meri Bahen,['Back to top']
Tarzan 303,"['Action', 'Back to top']"
Zimbo Shaher Mein,"['Drama', 'Back to top']"
Shri Chaitanya Mahaprabhu,"['Biography', 'Back to top']"
Mastan Dada,"['Action', 'Crime', 'Thriller', 'Back to top']"
Jiban Maran,"['Drama', 'Romance', 'Back to top']"
Bal Ramayan,['Back to top']
Chhed Chhad,['Back to top']
Baraat,"['Drama', 'Back to top']"
Do Sholay,"['Action', 'Back to top']"
Kala Aadmi,"['Action', 'Drama', 'Mystery', 'Back to top']"
Duniya Jhukti Hai,"['Drama', 'Family', 'Romance', 'Back to top']"
Taj,"['Drama', 'Music', 'Back to top']"
Jeevan Naya,"['Drama', 'Back to top']"
Ek Din Anjaane Mein,"['Drama', 'Back to top']"
Kuch Alag Sa,"['Drama', 'Back to top']"
Beheaded,"['Action', 'Drama', 'Thriller', 'Back to top']"
Shehjar,"['Adventure', 'Drama', 'Mystery', 'Back to top']"
Sabrang,"['Drama', 'Back to top']"
Strawberry Point,"['Thriller', 'Back to top']"
Door Bell,"['Drama', 'Back to top']"
B for Bundelkhand,"['Drama', 'Back to top']"
Weather Report,"['Drama', 'Back to top']"
Kasam Tere Pyar Ki,"['Romance', 'Back to top']"
Buchcha,"['Adventure', 'Drama', 'Family', 'Back to top']"
Gang of Littles,"['Drama', 'Back to top']"
Tom Dick and Harry Returns,"['Comedy', 'Back to top']"
Guy in the blue,"['Mystery', 'Romance', 'Thriller', 'Back to top']"
Love Story 98,"['Romance', 'Back to top']"
Aar Paar: The Judgement,"['Action', 'Back to top']"
Jai Maa Durga,"['Drama', 'Back to top']"
Mahima Kashi Vishwanath Ki,"['Drama', 'Back to top']"
Laakhon Hain Yahan Dilwaley,"['Drama', 'Musical', 'Romance', 'Back to top']"
Pyaasi,"['Horror', 'Back to top']"
Circus Queen,"['Action', 'Back to top']"
Bhooton Ka Honeymoon,"['Horror', 'Back to top']"
Saamri,"['Horror', 'Back to top']"
Shaitani Atma,"['Horror', 'Back to top']"
Pyasi Apsara,"['Thriller', 'Back to top']"
Ek Tha Hero,"['Drama', 'Family', 'Back to top']"
Karwat,"['Action', 'Back to top']"
Calapor,"['Drama', 'Back to top']"
Gunehgar the Criminal,[]
The Last Act,"['Thriller', 'Back to top']"
Dak Ghar,"['Drama', 'Back to top']"
Bunglow No. 666,"['Drama', 'Horror', 'Mystery', 'Back to top']"
Kabhi Socha Bhi Na Tha,"['Drama', 'Back to top']"
Adam Ka Janam,"['Drama', 'Back to top']"
Samadhan,"['Drama', 'Back to top']"
Khul Ja Sim Sim,"['Action', 'Back to top']"
Modern Girl,"['Romance', 'Back to top']"
Bhool,"['Drama', 'Back to top']"
Mohabbat Pehli Nazar Mein,"['Romance', 'Back to top']"
Cobra,"['Action', 'Back to top']"
Murdaa Ghar,"['Horror', 'Back to top']"
Jaan Lada Denge,"['Action', 'Back to top']"
Maa Kasam Badla Loonga,"['Action', 'Back to top']"
Maar Dhaad,"['Action', 'Back to top']"
Choron Ki Rani Hasino Ka Raja,"['Action', 'Back to top']"
Soldier as Thakur Daler Singh,"['Action', 'Back to top']"
Rajoo Dada,"['Action', 'Back to top']"
Havai Dada,"['Drama', 'Back to top']"
Bhai No 1,"['Action', 'Back to top']"
Maut Ka Saya,"['Drama', 'Back to top']"
One Story Many Ends,"['Horror', 'Back to top']"
Sankraman,"['Thriller', 'Back to top']"
Lost Mind,"['Horror', 'Back to top']"
Rifle Ganj,"['Crime', 'Drama', 'Back to top']"
Pativrata,['Back to top']
Tsunami 81,"['Drama', 'Back to top']"
The Right Click,"['Comedy', 'Romance', 'Back to top']"
"Indradhanush, the Grey Shades of Love","['Mystery', 'Back to top']"
Crazzy lamhen,"['Comedy', 'Back to top']"
Aanchal Ke Phool,"['Drama', 'Back to top']"
Baabul Ki Dua,"['Comedy', 'Back to top']"
Bed Room,"['Romance', 'Back to top']"
Godaam,"['Drama', 'Back to top']"
The Journey Weekend Night,"['Thriller', 'Back to top']"
Antervyathaa,"['Drama', 'Back to top']"
Sri Raam Vanavas,"['Adventure', 'Drama', 'Fantasy', 'History', 'Back to top']"
Fazeeta,"['Comedy', 'Drama', 'Family', 'Back to top']"
Kalpataru ( the Tree) 2020,"['Drama', 'Back to top']"
Pyaar Karle,"['Drama', 'Back to top']"
Sam Bahadur,"['Biography', 'Drama', 'War', 'Back to top']"
Jannat,"['Drama', 'Back to top']"
Anyay Abichar,"['Action', 'Drama', 'Back to top']"
Life Mein Twist Hai,"['Romance', 'Back to top']"
Aankh Micholi,"['Comedy', 'Family', 'Back to top']"
Raja Rani Ko Chahiye Pasina,"['Drama', 'Family', 'Back to top']"
Kachchi Kali,"['Drama', 'Back to top']"
Shukriyaa,"['Drama', 'Romance', 'Back to top']"
Chaalu Mera Naam,"['Action', 'Crime', 'Back to top']"
Chambal Ke Daku,"['Action', 'Thriller', 'Back to top']"
Gehra Zakhm,"['Drama', 'Family', 'Back to top']"
Dozakh,"['Drama', 'Back to top']"
Woh Bewafa Thi,"['Drama', 'Back to top']"
Al Hilal,"['Action', 'Adventure', 'Fantasy', 'History', 'Back to top']"
Yeh Preet Na Hogi Kam,"['Drama', 'Romance', 'Back to top']"
Parbat Ke Us Paar,"['Drama', 'Romance', 'Back to top']"
Maashuka,"['Romance', 'Back to top']"
25th July,['Back to top']
Naag Mani,"['Adventure', 'Fantasy', 'Back to top']"
Mounto,"['Action', 'Crime', 'Back to top']"
Aalha Udal,"['Drama', 'History', 'Back to top']"
Jaandaar,"['Action', 'Crime', 'Thriller', 'Back to top']"
Dur Naheen Manzil,"['Drama', 'Back to top']"
Lady Robinhood,"['Action', 'Adventure', 'Back to top']"
Do Nambar Ke Amir,"['Crime', 'Drama', 'Back to top']"
Veer Bhimsen,"['Adventure', 'Fantasy', 'Back to top']"
Sati Aur Bhagwan,"['Drama', 'Fantasy', 'Back to top']"
Captain Barry,"['Action', 'Back to top']"
Kashmir,"['Drama', 'Back to top']"
Bandagi,"['Musical', 'Back to top']"
Naya Zaher,"['Action', 'Crime', 'Thriller', 'Back to top']"
Kisme Kitna Hai Dum,"['Action', 'Back to top']"
Love in Goa,"['Romance', 'Back to top']"
Sawan Ke Geet,"['Drama', 'Family', 'Back to top']"
Pagli,"['Action', 'Crime', 'Thriller', 'Back to top']"
Azad Mohabbat,"['Drama', 'Romance', 'Back to top']"
Sanatta: The Silence,['Back to top']
Dosti Ki Saugandh,"['Action', 'Drama', 'Back to top']"
Priya,"['Drama', 'Back to top']"
Chhabili,"['Drama', 'Family', 'Back to top']"
Duniya Rang Rangili,"['Comedy', 'Drama', 'Back to top']"
Radha Krishna,"['Fantasy', 'Back to top']"
Actress,['Back to top']
Ek Din Ka Sultan,"['Drama', 'History', 'Back to top']"
Do Ghadi Ki Mouj,['Back to top']
Shabhash Daddy,"['Comedy', 'Romance', 'Back to top']"
Simla Road,"['Action', 'Crime', 'Mystery', 'Thriller', 'Back to top']"
Sabak,"['Drama', 'Back to top']"
Gulam Begum Badshah,"['Drama', 'History', 'Back to top']"
Chattan Singh,"['Action', 'Crime', 'Back to top']"
6.40 PM,['Back to top']
Saat Samundar Paar,"['Action', 'Adventure', 'Drama', 'Musical', 'Back to top']"
Daku Aur Bhagwan,"['Drama', 'Back to top']"
Love in Canada,"['Drama', 'Romance', 'Back to top']"
Aankh Ka Tara,"['Drama', 'Family', 'Back to top']"
Main Shadi Karne Chala,"['Comedy', 'Back to top']"
Ladki Pasand Hai,"['Drama', 'Family', 'Romance', 'Back to top']"
Sant Sakhu,"['Drama', 'Back to top']"
Kurbani,['Back to top']
Jawab Ayega,"['Family', 'Back to top']"
Manavata,"['Drama', 'Romance', 'Back to top']"
Jagga Daku,"['Action', 'Thriller', 'Back to top']"
Veer Babruwahan,['Back to top']
Parinde,['Back to top']
Maa Ki Saugandh,"['Action', 'Thriller', 'Back to top']"
Dhanna Bhagat,"['Fantasy', 'Back to top']"
Baghi Sipahi,"['Action', 'Drama', 'History', 'Back to top']"
Gyara Hazar Ladkian,"['Drama', 'Back to top']"
Chandidas,['Back to top']
Code Blue,"['Drama', 'Back to top']"
Endcounter,"['Action', 'Crime', 'Drama', 'Back to top']"
Shaheed- E- Aazam,"['Biography', 'Back to top']"
Sunn Raha Hai Na,"['Drama', 'Romance', 'Back to top']"
Match Of Life,"['Comedy', 'Back to top']"
Modi Kaka Ka Gaon,"['Drama', 'Back to top']"
Kaash Tum Hote,"['Drama', 'Back to top']"
Re HaiVaan,"['B-Action', 'B-Horror', 'Action', 'Adventure', 'Horror', 'Thriller', 'Back to top']"
Super Bheem Aakhri Chunauti,"['Animation', 'Back to top']"
Sunday Night,"['Crime', 'Mystery', 'Thriller', 'Back to top']"
College Campus,"['Drama', 'Back to top']"
Katt Katt Kad Kaddu,"['Comedy', 'Back to top']"
Swarg Aashram,"['Thriller', 'Back to top']"
My Dear Munna Bhai,[]
Insaaf Ki Jung,"['Action', 'Drama', 'Back to top']"
Mrig Trishna,"['Drama', 'Back to top']"
Yaad Rakhenge Aap,"['Drama', 'Back to top']"
"Haseena: Smart, Sexy, Dangerous","['Thriller', 'Back to top']"
Dharam Chakra,"['Action', 'Back to top']"
Dirty Marriage,"['Romance', 'Back to top']"
Meri Dhoti Tera Ghagra,"['Comedy', 'Back to top']"
Shamshaan,"['Horror', 'Back to top']"
Kaali Pahadi,"['Horror', 'Back to top']"
Kala Sach: The Black Truth,"['Crime', 'Drama', 'Back to top']"
Mutthi Bhar Sapne,"['Drama', 'Musical', 'Back to top']"
Jaal Saz,"['Thriller', 'Back to top']"
Shokhiyan,"['Romance', 'Back to top']"
Machalti Jawani,"['Action', 'Crime', 'Drama', 'Musical', 'Thriller', 'Back to top']"
Bismillah Ki Barkat,"['Drama', 'Back to top']"
Ab to Jeene Do,"['Action', 'Back to top']"
Basanti,"['Action', 'Crime', 'Drama', 'Musical', 'Back to top']"
Pyaara Dost,"['Thriller', 'Back to top']"
Kasam Bhawani Ki,"['Action', 'Back to top']"
Ek Tha Dil Ek Thi Dhadkhan,"['Romance', 'Back to top']"
Paanchwin Manzil,"['Thriller', 'Back to top']"
Live in Relation,"['Drama', 'Back to top']"
Chai - a bond undefined,"['Drama', 'Back to top']"
Laadli,"['Family', 'Back to top']"
Daak Bangla,"['Horror', 'Back to top']"
The Last Resort,"['Thriller', 'Back to top']"
Fashionable Wife,"['Drama', 'Family', 'Back to top']"
Kitne Paas Kitne Door,"['Drama', 'Back to top']"
Zindagi Unlimited,['Back to top']
Victim,"['Drama', 'Back to top']"
Aakhir Kaun Thi Woh?,"['Action', 'Horror', 'Mystery', 'Thriller', 'Back to top']"
The Poison at the East Palace,"['Action', 'Drama', 'Back to top']"
Raag,"['Drama', 'Back to top']"
Priti the dark shadow of society,['Back to top']
Gun Pe Done,"['Comedy', 'Back to top']"
Filmi Raasleela,"['Romance', 'Back to top']"
Rosie: The Saffron Chapter,"['Horror', 'Mystery', 'Thriller', 'Back to top']"
Blood Relation,"['Drama', 'Back to top']"
Sauda the deal,"['Drama', 'Back to top']"
Khalli Balli,"['Comedy', 'Horror', 'Back to top']"
Subash,"['Action', 'Back to top']"
Jaan-E-Wafa,"['Drama', 'Family', 'Romance', 'Back to top']"
Lakhan,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Be Lagaam,"['Action', 'Drama', 'Back to top']"
Ghar Ki Laj,"['Drama', 'Family', 'Back to top']"
Bhai-Bahen,"['Drama', 'Family', 'Back to top']"
Dil Aur Patthar,"['Action', 'Romance', 'Back to top']"
Lubna,"['Drama', 'Family', 'Romance', 'Back to top']"
Banno,['Back to top']
Intezar,"['Drama', 'Back to top']"
Naag Nagin,"['Action', 'Fantasy', 'Back to top']"
Iniyum Oru Janmam,"['Thriller', 'Back to top']"
Kaneez,"['Drama', 'History', 'Back to top']"
Utthama Raasa,"['Drama', 'Back to top']"
Watan Se Door,"['Action', 'Drama', 'War', 'Back to top']"
Raton Ka Raja,"['Drama', 'Back to top']"
Bazooband,['Back to top']
Raakhi Ki Saugandh,"['Action', 'Crime', 'Drama', 'Back to top']"
Main Suhagan Hoon,"['Drama', 'Family', 'Back to top']"
Door Waadiyon Mein Kahin,"['Drama', 'Back to top']"
Watan,"['Action', 'Drama', 'Back to top']"
Ek Phool Ek Bhool,"['Drama', 'Romance', 'Back to top']"
Do Bachche Dus Haath,"['Drama', 'Back to top']"
Bus Conductor,"['Drama', 'Back to top']"
Meenar,"['Mystery', 'Back to top']"
Parbat,"['Action', 'Drama', 'Back to top']"
Truck Driver,"['Drama', 'Back to top']"
Do Ladkiyan,"['Drama', 'Back to top']"
Agra Road,"['Comedy', 'Romance', 'Thriller', 'Back to top']"
Ankh Micholi,"['Crime', 'Drama', 'Mystery', 'Back to top']"
Aarambh,"['Drama', 'Back to top']"
Aangan Ki Kali,"['Drama', 'Family', 'Back to top']"
Kabhi Dhoop Kabhi Chhaon,"['Drama', 'Family', 'Back to top']"
Shankar Khan,"['Action', 'Drama', 'Sport', 'Back to top']"
Navjeevan,['Back to top']
Jai Jawan Jai Makan,"['Drama', 'Romance', 'Back to top']"
Zindagi Aur Maut,"['Drama', 'Back to top']"
Sindoor Bane Jwala,['Back to top']
Gul Sanobar,"['Drama', 'Fantasy', 'Back to top']"
Yahudi Ki Ladki,"['Drama', 'Back to top']"
Jai Jwala,"['Drama', 'Back to top']"
Chhappan Bhai,"['Comedy', 'Back to top']"
I Am Banni,"['Drama', 'Back to top']"
Aakhet,"['Drama', 'Back to top']"
Jungle Mystery Of Murder,"['Thriller', 'Back to top']"
Ek Kahani Julie Ki,"['Drama', 'Back to top']"
Ok Mein Dhokhe,"['Drama', 'Thriller', 'Back to top']"
Atal Faisla,"['Drama', 'Back to top']"
KHATA-Kaash Humse Na Hoti,"['Crime', 'Back to top']"
Itanagar 0KM,"['Comedy', 'Back to top']"
Memsahab,"['Thriller', 'Back to top']"
Romeo N Bullet,"['Drama', 'Back to top']"
Chaar Cutting,"['Comedy', 'Drama', 'Back to top']"
Daak Ghar,"['Drama', 'Back to top']"
As the river flows,"['Drama', 'Back to top']"
Ek Bura Aadmi,"['Thriller', 'Back to top']"
Damru-story behind a small change,"['Comedy', 'Drama', 'Back to top']"
Mixtape,"['Drama', 'Back to top']"
Beti: The Angel of God on the Earth,"['Drama', 'Back to top']"
Friction,['Back to top']
LLD,"['Romance', 'Back to top']"
Shahzada Ali,"['Drama', 'Back to top']"
Dhakad Chhora 2,"['Drama', 'Family', 'Romance', 'Back to top']"
Pyaar Se from Kolkata - Pari,"['Drama', 'Back to top']"
Prithipal Singh,"['Biography', 'Back to top']"
Dimensions,"['Drama', 'Back to top']"
Fyaar,"['Drama', 'Back to top']"
Majaz: Ae Gham-e-Dil Kya Karun,"['Biography', 'Back to top']"
Marksheet,"['Drama', 'Back to top']"
He - The Only One,"['Action', 'Back to top']"
Bhaai Ki Shaadi,[]
Duniya Khatam Ho Rahi Hai,"['Comedy', 'Back to top']"
Six Hours With Terrorists,"['Drama', 'Back to top']"
Rabbi,"['Musical', 'Back to top']"
An Ungodly Tie,"['Horror', 'Back to top']"
Tann Mann Aur Dhan,"['Crime', 'Back to top']"
The Garhwal Rifles,[]
Saksham,[]
Reunion,[]
Bagpat Ka Dulha,[]
Struggle-real life story of artist,[]
Holy Cow,"['Comedy', 'Back to top']"
Millions of Cards,"['Drama', 'War', 'Back to top']"
Nabbbeyy,"['Action', 'Back to top']"
Ardhangini Ek Ardhsatya,"['Drama', 'Back to top']"
Turtle (Kachhua),"['Drama', 'Back to top']"
Ye Saccha Swabhimaan Sahi Sangharsh,"['Family', 'Back to top']"
The Power Of Vardi,"['Action', 'Back to top']"
Oxygen,"['Drama', 'Back to top']"
Gandhi vs Aazaad,[]
Vande Mataram,[]
Mumbai 118,"['Drama', 'Back to top']"
Dosti Zindabad,"['Comedy', 'Back to top']"
Aati... Kya!!!,[]
Sharmajee Ki Beti,[]
Chholyar,"['Drama', 'Back to top']"
Vimoksh,[]
2 Band Radio,"['Comedy', 'Back to top']"
Prithviraj,[]
Bajrang Aur Ali,[]
Little boy,"['Action', 'Back to top']"
Battle of bittora,[]
Jhol Company Public Ltd.,"['Crime', 'Back to top']"
Sridevi Bungalow,[]
Golmaal 5,[]
Mansukh Chaturvedi Ki Atmakatha,"['Drama', 'Back to top']"
Jamoon,[]
Hitlist,"['Action', 'Crime', 'Drama', 'Back to top']"
1911,[]
JUNOON: Once Upon A Time In Calcutta,"['Action', 'Back to top']"
Dunno Y3,[]
Omaya,[]
Vishapuram,"['Horror', 'Back to top']"
Seelavathi,"['Horror', 'Back to top']"
Naaku Manasundhe,"['Comedy', 'Horror', 'Back to top']"
Never Give Up,"['Thriller', 'Back to top']"
Three Auspicious Hours,[]
Marika The Aatrupt,[]
The Intern,[]
Kanpur Ke Sholay,"['Drama', 'Back to top']"
Midnight Delhi,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Sailing Through Life,[]
Love All,[]
Fun In Goa,[]
Antardhwani,[]
Parking Closed,"['Mystery', 'Back to top']"
Boyfriend.com,"['Drama', 'Back to top']"
Two Desires and a Dream,"['Drama', 'Back to top']"
Kanjoos,"['Drama', 'Back to top']"
Anyaya,"['Family', 'Back to top']"
Kahani,"['Drama', 'Back to top']"
Anaath,"['Drama', 'Back to top']"
Ravan,"['Drama', 'Back to top']"
